time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.21244	18.5646	4.88903	3.8277	0.436506	radar	1.37417	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.08398	18.4086	4.81952	3.86402	0.454268	lidar	2.12164	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90155	18.2362	4.87562	3.90367	0.493829	radar	7.16943	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65099	18.0953	4.94389	3.89831	0.458552	lidar	2.60813	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.4862	17.9443	4.89201	3.91071	0.43644	radar	3.38862	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26275	17.7776	4.94363	3.91677	0.417492	lidar	1.17309	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08472	17.5941	4.97963	3.94783	0.440777	radar	2.42079	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90434	17.4762	4.94488	3.94766	0.416895	lidar	6.12335	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76267	17.2601	4.97732	3.99879	0.466776	radar	3.22762	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58803	17.0749	4.98868	4.01647	0.460197	lidar	0.0793916	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42346	16.908	4.93916	4.01978	0.423937	radar	2.04318	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25883	16.7356	4.93314	4.03268	0.414803	lidar	0.510998	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08523	16.5401	4.93267	4.04082	0.3908	radar	5.01786	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93115	16.3102	4.96495	4.06923	0.400004	lidar	2.26993	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77374	16.1337	4.93136	4.07288	0.372517	radar	1.08881	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57021	15.9653	4.96059	4.06337	0.340231	lidar	1.79096	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44397	15.7348	4.99869	4.10534	0.381028	radar	2.02206	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27243	15.5176	5.03724	4.11626	0.371113	lidar	0.86649	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.1168	15.3245	5.02798	4.12243	0.353569	radar	0.982649	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.907548	15.1074	5.09906	4.11631	0.325369	lidar	2.58016	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.760518	14.9261	5.05005	4.11573	0.296153	radar	2.45841	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.654976	14.7109	5.02439	4.14436	0.312131	lidar	0.431442	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.543569	14.4703	5.0564	4.18134	0.345866	radar	1.74971	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.370634	14.249	5.09923	4.18199	0.326375	lidar	0.954369	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.251911	13.998	5.16458	4.21952	0.366365	radar	3.24149	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.230977	13.7489	5.1026	4.27937	0.414453	lidar	3.55647	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.129171	13.5066	5.13617	4.30843	0.431477	radar	1.08022	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0361018	13.2771	5.18011	4.30247	0.398872	lidar	1.52201	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.153701	13.0582	5.14756	4.30684	0.373432	radar	1.03324	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.164212	12.8307	5.07328	4.35921	0.41422	lidar	3.28039	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.282875	12.605	5.04581	4.35746	0.378194	radar	3.54843	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.401369	12.3693	5.06646	4.36252	0.361523	lidar	0.362432	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.52541	12.1602	5.03778	4.35499	0.325549	radar	3.84077	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.604469	11.9399	5.01583	4.37171	0.326587	lidar	0.531193	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.73004	11.7119	5.01834	4.36515	0.295216	radar	2.83431	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.922095	11.4693	5.09108	4.33482	0.241067	lidar	4.22442	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02819	11.2433	5.04989	4.33003	0.208705	radar	2.98703	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20284	11.0163	5.09176	4.30495	0.167027	lidar	2.33411	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28243	10.7709	5.11831	4.33118	0.198059	radar	1.24981	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41087	10.5177	5.15742	4.32902	0.183846	lidar	0.953625	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49672	10.2562	5.19755	4.35137	0.207068	radar	1.45911	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59671	10.0451	5.1674	4.35341	0.197981	lidar	1.94917	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68625	9.81497	5.14404	4.35891	0.189217	radar	0.510869	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76265	9.59369	5.11391	4.37043	0.191896	lidar	0.796511	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87048	9.34286	5.15811	4.37685	0.195218	radar	2.57616	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95125	9.05195	5.21017	4.3938	0.202818	lidar	4.12697	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0386	8.82827	5.1678	4.3924	0.181817	radar	1.80682	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13476	8.57647	5.18528	4.39566	0.17493	lidar	0.174202	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.26133	8.32361	5.21985	4.38501	0.151182	radar	2.90898	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31049	8.08885	5.18424	4.40507	0.165909	lidar	0.732698	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37619	7.87445	5.13107	4.41198	0.161281	radar	5.48416	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4886	7.6237	5.16114	4.40527	0.144076	lidar	0.724348	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65108	7.38978	5.16795	4.36431	0.0719862	radar	5.79157	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75461	7.13394	5.19344	4.36286	0.0660287	lidar	0.37512	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81738	6.89866	5.17792	4.38085	0.0902374	radar	1.60513	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86213	6.68827	5.1112	4.39714	0.103707	lidar	2.51623	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93002	6.46431	5.05503	4.39307	0.0768533	radar	4.16672	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.98524	6.22692	5.03612	4.40599	0.0870533	lidar	0.394892	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10176	5.98052	5.07487	4.3963	0.0735015	radar	3.32957	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18301	5.70769	5.11557	4.40213	0.0756992	lidar	1.63704	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29237	5.46093	5.12085	4.38251	0.0331672	radar	2.296	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38783	5.20047	5.15245	4.38113	0.0297461	lidar	0.586567	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.4558	4.95441	5.15152	4.39349	0.0484509	radar	0.218089	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56821	4.67859	5.21386	4.38718	0.0391555	lidar	2.19465	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67763	4.42648	5.22421	4.36778	-0.00202406	radar	2.28629	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80866	4.1575	5.28551	4.35472	-0.0153283	lidar	2.69522	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89005	3.91639	5.27536	4.36438	0.0065475	radar	1.14619	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96324	3.68229	5.24479	4.36884	0.0103234	lidar	0.622312	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06647	3.47444	5.19689	4.35033	-0.0249371	radar	4.1739	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15747	3.22973	5.19861	4.3497	-0.0242596	lidar	0.0074142	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27294	2.97623	5.22719	4.33463	-0.0501218	radar	0.811585	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36189	2.70379	5.2625	4.33862	-0.0423746	lidar	1.32447	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44909	2.45406	5.26323	4.34338	-0.0299179	radar	0.178419	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55294	2.19063	5.29563	4.34194	-0.0286172	lidar	0.692268	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6634	1.95827	5.28701	4.3174	-0.0799002	radar	4.07001	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77777	1.68703	5.33591	4.31438	-0.0766243	lidar	1.6355	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90177	1.43847	5.35821	4.29707	-0.103007	radar	0.623306	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96207	1.202	5.31068	4.30419	-0.0926896	lidar	4.82916	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05865	0.982441	5.26698	4.301	-0.0879416	radar	1.08346	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.1205	0.747938	5.2262	4.30761	-0.0785163	lidar	3.94249	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21342	0.45708	5.29822	4.31251	-0.0727473	radar	5.23073	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28874	0.2155	5.27593	4.31637	-0.0657997	lidar	1.50842	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39754	-0.0248663	5.26593	4.32002	-0.0429952	radar	30.3974	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46926	-0.264088	5.2416	4.32534	-0.0359592	lidar	1.62147	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59019	-0.45033	5.17721	4.30179	-0.0681263	radar	4.05363	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72745	-0.637192	5.12577	4.27688	-0.0952757	lidar	2.95064	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.8421	-0.864192	5.1444	4.25619	-0.133633	radar	5.44484	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93722	-1.12953	5.18234	4.26367	-0.115272	lidar	1.27918	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02565	-1.39528	5.21507	4.27284	-0.0972042	radar	2.70156	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16426	-1.60294	5.1921	4.25259	-0.116487	lidar	1.15815	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30768	-1.83714	5.24787	4.22242	-0.168734	radar	4.21827	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41341	-2.085	5.26043	4.22422	-0.155904	lidar	0.458195	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56504	-2.28875	5.23465	4.2017	-0.172597	radar	3.10533	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71437	-2.49793	5.22183	4.18157	-0.187058	lidar	0.509311	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87036	-2.7103	5.22546	4.15961	-0.20538	radar	1.16267	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96261	-2.97673	5.25683	4.17655	-0.170913	lidar	2.43446	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09177	-3.20077	5.24084	4.1727	-0.160765	radar	0.243776	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21662	-3.39724	5.20037	4.16023	-0.167674	lidar	1.39753	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36273	-3.64335	5.23567	4.15653	-0.160163	radar	4.44926	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52201	-3.78555	5.1509	4.1191	-0.199037	lidar	4.91757	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66676	-3.9944	5.15433	4.10633	-0.205146	radar	0.473672	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.8211	-4.22134	5.1773	4.09855	-0.201417	lidar	0.489024	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97222	-4.43913	5.18374	4.0907	-0.197688	radar	0.386643	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13342	-4.6755	5.2201	4.08557	-0.190871	lidar	1.22394	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27306	-4.88042	5.16467	4.08648	-0.167927	radar	2.54514	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40586	-5.09933	5.16421	4.08758	-0.156219	lidar	0.284568	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55236	-5.26972	5.08674	4.07557	-0.154643	radar	4.07952	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.7435	-5.46757	5.10585	4.05287	-0.172692	lidar	1.70144	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90231	-5.66528	5.0929	4.04429	-0.17043	radar	0.362246	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06005	-5.85186	5.07918	4.03219	-0.175069	lidar	0.165776	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19879	-6.0121	4.99462	4.02383	-0.169607	radar	6.45672	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37887	-6.11716	4.91792	3.98148	-0.212358	lidar	5.1181	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55373	-6.30012	4.92195	3.96821	-0.214877	radar	0.886885	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69457	-6.50732	4.93046	3.97506	-0.193234	lidar	0.478387	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91572	-6.66689	4.97389	3.93723	-0.231059	radar	6.90904	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1193	-6.8295	4.98189	3.91156	-0.248112	lidar	0.62569	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3038	-6.9915	4.98966	3.89317	-0.256996	radar	1.05015	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5328	-7.16908	5.03411	3.86816	-0.270938	lidar	3.50898	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7381	-7.31134	5.03448	3.84073	-0.288788	radar	1.93534	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9835	-7.47048	5.07656	3.80925	-0.308609	lidar	3.50859	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1726	-7.6113	5.03991	3.79251	-0.309998	radar	1.26279	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3231	-7.76609	4.99861	3.79409	-0.290206	lidar	3.19587	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5189	-7.89365	4.96837	3.7726	-0.298826	radar	1.85402	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7004	-7.99861	4.91797	3.7489	-0.310475	lidar	3.1993	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8948	-8.11251	4.85181	3.72663	-0.318624	radar	1.98394	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1109	-8.20304	4.83249	3.69115	-0.342554	lidar	0.804681	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3358	-8.33061	4.89626	3.67119	-0.344853	radar	2.60849	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5403	-8.41113	4.85972	3.63997	-0.36243	lidar	1.94194	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7473	-8.49771	4.80114	3.61137	-0.376996	radar	1.82869	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0239	-8.58557	4.85309	3.56874	-0.404186	lidar	4.02168	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2711	-8.68575	4.90361	3.54454	-0.406503	radar	2.74106	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4934	-8.73218	4.87219	3.5056	-0.429495	lidar	1.9648	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7115	-8.77308	4.79828	3.46411	-0.458817	radar	3.85806	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9375	-8.8832	4.81444	3.45731	-0.439204	lidar	0.858189	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1865	-8.9748	4.88951	3.44497	-0.420914	radar	2.9115	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4094	-9.08574	4.89438	3.4437	-0.397395	lidar	0.649228	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6389	-9.15651	4.8791	3.42362	-0.39924	radar	0.258663	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9233	-9.15394	4.91276	3.36449	-0.444567	lidar	2.03149	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1805	-9.22767	4.9452	3.34974	-0.434168	radar	4.53481	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4435	-9.3424	4.99036	3.35393	-0.402577	lidar	5.36942	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6876	-9.3714	4.95109	3.3188	-0.427198	radar	2.02846	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9444	-9.45579	4.97745	3.31485	-0.406121	lidar	2.15273	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1963	-9.4647	4.95974	3.27598	-0.432332	radar	2.30301	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4482	-9.45884	4.96076	3.23738	-0.452151	lidar	0.512799	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6684	-9.45712	4.90838	3.20421	-0.469962	radar	5.19435	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9504	-9.44334	4.95219	3.16501	-0.487047	lidar	1.47024	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2018	-9.50287	4.97761	3.17019	-0.446879	radar	7.875	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4617	-9.52116	4.99258	3.15312	-0.440389	lidar	0.510956	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7194	-9.51017	4.98904	3.12169	-0.455924	radar	1.70089	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9741	-9.47804	4.99694	3.08777	-0.468548	lidar	0.193666	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2188	-9.43951	4.97654	3.04964	-0.492247	radar	0.722972	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4235	-9.48389	4.91547	3.05796	-0.45609	lidar	2.34197	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6601	-9.47058	4.91743	3.04404	-0.440728	radar	1.6871	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9084	-9.46258	4.91981	3.03013	-0.431353	lidar	0.271282	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.139	-9.42399	4.9143	3.00827	-0.427809	radar	3.95769	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3835	-9.306	4.93364	2.95065	-0.468795	lidar	2.98869	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6175	-9.22932	4.91547	2.90926	-0.497486	radar	1.14694	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.868	-9.10769	4.94842	2.85761	-0.527077	lidar	1.31497	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.105	-9.0068	4.96001	2.8197	-0.538983	radar	4.95464	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2838	-9.12974	4.81669	2.87763	-0.447705	lidar	14.9078	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5229	-9.08669	4.82408	2.8679	-0.429687	radar	1.54589	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7436	-8.99227	4.82192	2.83458	-0.443082	lidar	0.707748	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9853	-8.91081	4.83583	2.80843	-0.450128	radar	2.41557	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1823	-8.84231	4.7926	2.78939	-0.4473	lidar	1.40468	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4155	-8.75352	4.79863	2.76264	-0.456786	radar	1.89395	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6099	-8.7273	4.73243	2.76452	-0.430697	lidar	1.98615	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8024	-8.58175	4.69971	2.702	-0.497471	radar	6.66704	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0057	-8.50653	4.67498	2.68762	-0.48634	lidar	0.302507	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2152	-8.39778	4.68788	2.66747	-0.474043	radar	1.92517	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4447	-8.30249	4.70568	2.65219	-0.464271	lidar	1.14407	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6368	-8.18395	4.68561	2.62047	-0.480079	radar	0.97617	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8695	-7.95076	4.79748	2.55546	-0.522466	lidar	5.62207	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0603	-7.80041	4.78246	2.50819	-0.565028	radar	3.61803	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2864	-7.62684	4.8437	2.47442	-0.569217	lidar	2.17534	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4858	-7.48775	4.85773	2.46437	-0.53332	radar	1.69488	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6526	-7.34265	4.82839	2.43753	-0.534475	lidar	0.678142	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8431	-7.18354	4.84216	2.41627	-0.522685	radar	0.905091	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0064	-7.08656	4.76911	2.40977	-0.504129	lidar	2.12885	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1738	-6.90446	4.7749	2.37143	-0.524375	radar	1.97172	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.333	-6.65674	4.83779	2.31689	-0.552654	lidar	3.24943	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
